step,ref_x,ref_y,sim_x,sim_y,err_x,err_y,u_x,u_y
0,-0.2687201379137996,0.10032081692292531,-0.25063321729763127,0.1268500508007017,0.018086920616168345,0.02652923387777638,-3.5914974746275683,-5.657430993915416
1,-0.4561713230230813,-0.004166929167640068,-0.3330679105176483,0.0776490549651479,0.123103412505433,0.08181598413278797,-23.074831699518608,-16.302403884088054
2,-0.73604723193421,-0.13175852083458403,-0.47910465588091167,0.004726110436996403,0.2569425760532983,0.13648463127158045,-41.77294902363738,-24.634715669690507
3,-0.9493810273632085,-0.18248797991117055,-0.6325403849875177,-0.051984627204656964,0.31684064237569076,0.1305033527065136,-43.737974105576654,-19.518924275040952
4,-1.0216565835707883,-0.06566431773786469,-0.7452105307735652,-0.040655424540107565,0.276446052797223,0.02500889319775712,-31.95745058165309,2.1072817650557223
5,-0.9567403275855628,0.10492561032412831,-0.7940170167539977,0.01876263184685731,0.1627233108315651,-0.086162978477271,-12.864208053642233,18.01509995851488
6,-0.7858701387999723,0.2514671085314642,-0.7731598568877611,0.09685538969410551,0.01271028191221113,-0.1546117188373587,8.369521982980665,25.07213868318806
7,-0.6977494784029112,0.40489501932081146,-0.748575745239836,0.1954657644239738,-0.050826266836924816,-0.20942925489683767,9.061786176166262,30.896681485034996
8,-0.7545001413713144,0.5502580173340901,-0.7661299955318326,0.3054421985749018,-0.011629854160518205,-0.2448158187591883,-4.183106025600988,32.75846635324681
9,-0.7269619120586637,0.6379798290675045,-0.7596367146845958,0.40206081873040334,-0.03267480262593214,-0.23591901033710116,3.5378121874908324,28.94774873422208
10,-0.6659971779151526,0.6437030337673735,-0.7344113557493753,0.46437315861390543,-0.06841417783422277,-0.17932987515346804,9.938762219078999,18.838715528823037
11,-0.5926628976398531,0.6488203570108128,-0.695154970430546,0.5127952918476694,-0.10249207279069283,-0.1360250651631434,14.41882641616445,14.802519839122896
12,-0.6130687984144438,0.6816789960754462,-0.6846151537480818,0.5619063971409661,-0.07154635533363796,-0.11977259893448011,5.416577006989907,14.058945062760012
13,-0.7808583443375341,0.9001445164072127,-0.7404861230409118,0.6815333996368386,0.040372221296622324,-0.21861111677037415,-16.457663672477537,33.1291427717136
14,-0.9398049307003112,1.1186543637288566,-0.8204639797277171,0.8263836089573613,0.11934095097259412,-0.29227075477149533,-24.24015987080365,39.65990993198822
15,-1.1122656224139047,1.2933370406479927,-0.9251448590616358,0.972468305544679,0.1871207633522689,-0.3208687351033137,-31.72054722589656,39.0503376155675
16,-1.2754858008767254,1.3304551982068102,-1.0424987878930279,1.070886747806608,0.2329870129836975,-0.25956845040020227,-34.541842474297795,24.312229649144406
17,-1.4526922748949047,1.1810552865867052,-1.1766733224247425,1.0796801520961496,0.27601895247016217,-0.10137513449055557,-37.79297812734895,-2.820041836785952
18,-1.5738126861526802,0.9731518197651003,-1.2995121398578042,1.0260041593457716,0.274300546294876,0.05285233958067126,-32.806486827591556,-20.979413324338346
19,-1.5501655146292612,0.8620720708229559,-1.3647952644557364,0.9728108740041859,0.18537025017352482,0.11073880318122997,-14.821778092042079,-19.198348239709482
20,-1.346702833683102,0.9016296672274995,-1.3370946400595867,0.9652560738465653,0.009608193623515282,0.06362640661906582,13.037052682263065,-3.1679099173733714
21,-1.1347660495492489,1.0463987573154698,-1.2634369961449683,1.0112080883547303,-0.12867094659571943,-0.035190668960739524,26.074360188722217,13.88683874104375
22,-0.896075128198609,1.0930151776478187,-1.1449629564396504,1.0425724659694864,-0.2488878282410414,-0.050442711678332364,39.94763240255124,10.557731060097197
23,-0.6689780384318977,0.9959598327653888,-1.001133861307948,1.0205950504252854,-0.33215582287605017,0.024635217659896624,48.53187326800408,-4.788059473080149
24,-0.4451217398497219,0.9115183021730773,-0.8374927256369736,0.98527755073153,-0.3923709857872517,0.07375924855845273,54.60376602634465,-8.336603198181468
25,-0.2674435687419785,0.716542802264049,-0.6764319486229059,0.893708239328086,-0.4089883798809274,0.17716543706403698,54.5320042384415,-25.208628015161718
26,-0.07354789922049587,0.4976325859967433,-0.5036169357677174,0.7665466925965018,-0.4300690365472215,0.26891410659975845,58.43362545205609,-35.44632303099034
27,0.061522397371988724,0.3367225667906513,-0.347654252138841,0.6389709973286213,-0.4091766495108297,0.30224843053796996,52.71159489756765,-35.83969255137644
28,0.15778824107672595,0.3036680488465121,-0.21100156417628713,0.5533175866635742,-0.3687898052530131,0.24964953781706212,45.344526368183864,-23.640124338455166
29,0.2225374613432538,0.46753876250943843,-0.09576316363219772,0.559049598095031,-0.31830062497545153,0.09151083558559253,36.3425090392148,3.1184055522919114
30,0.38138524570405163,0.621067274321833,0.04557258061707237,0.6004812848605248,-0.33581266508697927,-0.020585989461308185,43.08949206672218,14.242830201733161
31,0.5374715767386846,0.6415259146541221,0.19140380896253084,0.6170070752078258,-0.3460677677761538,-0.024518839446296292,44.24788478092539,6.694406390805964
32,0.6675860709270114,0.5127594821103391,0.3306960699296315,0.5748136870433597,-0.33689000099737987,0.06205420493302061,42.670069018477946,-11.045336471751536
33,0.7782085430385881,0.370438506974579,0.46116872182358226,0.5051470287788669,-0.31703982121500585,0.13470852180428788,39.829099654194025,-19.3150493668484
34,0.8034886813157185,0.3771746750230811,0.55367232218103,0.476274151513193,-0.24981635913468847,0.09909947649011192,26.74100099170598,-7.911801221475104
35,0.8018273348068359,0.5137298188339646,0.6195406697034294,0.508037637129304,-0.18228666510340652,-0.0056921817046605705,16.93240464120597,9.542106598686056
36,0.8091919382604409,0.6443233277512423,0.6728660728286544,0.5638998273856415,-0.13632586543178649,-0.08042350036560086,12.301062479965559,16.28523108380326
37,0.81993886375729,0.8851993140020771,0.7166241136414051,0.6828909585027949,-0.10331475011588487,-0.20230835549928217,7.868052297329255,34.61816573243504
38,0.8294260636847259,1.088669145563973,0.7519778008842259,0.8178426982690972,-0.07744826280049999,-0.2708264472948758,4.768917983915722,38.79427043877059
39,0.8157309721801584,1.3139023425508598,0.7718589428159,0.9789608435034456,-0.04387202936425849,-0.3349414990474142,-0.65749102405865,45.833565478276704
40,0.659177246154629,1.5432393728448521,0.7263472698345408,1.1579554646739019,0.06717002367991176,-0.38528390817095026,-21.18475357451968,49.158183547301554
41,0.4721349478669725,1.751997596651326,0.6410264024945451,1.3417974657383742,0.1688914546275726,-0.4102001309129517,-33.33241197879632,49.26042577224079
42,0.3063687676100306,1.9375863377699698,0.5387546051807901,1.5230617134566877,0.23238583757075948,-0.4145246243132821,-38.165058744856104,47.79206392589605
43,0.2652348865513441,1.9801960391860538,0.4703133768036205,1.6485229481611672,0.20507849025227642,-0.3316730910248866,-26.29830560586681,31.886193288820003
44,0.2598912226018584,1.85383916227206,0.42266650589629085,1.6862106074434897,0.16277528329443247,-0.1676285548285703,-17.951240023344447,6.271526516246511
45,0.27358029763337677,1.629025956804981,0.39281836968990724,1.6445788945194582,0.11923807205653048,0.015552937714477189,-10.75352302391449,-16.87198130925726
46,0.3048843539448862,1.4543558682246656,0.38053781319462776,1.5783007537327238,0.07565345924974154,0.12394488550805827,-4.740310352830227,-23.773581360480886
47,0.3306512927985148,1.265138857513762,0.37666420855407057,1.4795573597660816,0.04601291575555577,0.2144185022523195,-1.435991409035282,-33.202796273099075
48,0.38118657470634254,1.1279139812441938,0.38994426933525594,1.3791669164466493,0.008757694628913404,0.2512529352024555,3.9272413386131713,-33.226878527957666
49,0.5335081873178269,1.1243982289126886,0.453186164119298,1.3228149081961145,-0.08032202319852888,0.19841667928342588,18.39497490389292,-18.817597377923885
