step,ref_x,ref_y,sim_x,sim_y,err_x,err_y,u_x,u_y
0,-0.2687201379137996,0.10032081692292531,-0.26269181514965934,0.10916909922844864,0.0060283227641402815,0.008848282305523328,-6.946612144167968,-11.2116938372291
1,-0.4561713230230813,-0.004166929167640068,-0.4187984879592865,0.017730168596477747,0.037372835063794796,0.021897097764117815,-44.823928306594965,-30.60719357707379
2,-0.73604723193421,-0.13175852083458403,-0.6611024429103746,-0.10492604466423225,0.07494478902383539,0.026832476170351782,-70.0,-41.460653123422134
3,-0.9493810273632085,-0.18248797991117055,-0.897534980381993,-0.16947732696311035,0.05184604698121553,0.013010652948060197,-68.40542597183182,-23.277346868555266
4,-1.0216565835707883,-0.06566431773786469,-1.0020093857058776,-0.08842858601693845,0.019647197864910648,-0.022764268279073768,-29.98263274255362,23.67190081233551
5,-0.9567403275855628,0.10492561032412831,-0.9696758242675427,0.06641380807024275,-0.012935496681979908,-0.03851180225388556,10.945849268061977,48.674123971188095
6,-0.7858701387999723,0.2514671085314642,-0.8249114327629452,0.21587771119352728,-0.039041293962972956,-0.03558939733793692,45.596830823862746,49.24316377006502
7,-0.6977494784029112,0.40489501932081146,-0.7238462681317612,0.3687657710665696,-0.02609678972884999,-0.03612924825424185,31.687654829016196,48.45965763671384
8,-0.7545001413713144,0.5502580173340901,-0.7493906488601063,0.5161337196265994,0.005109492511208069,-0.0341242977074907,-7.476373805457106,42.912622978656564
9,-0.7269619120586637,0.6379798290675045,-0.7340277758167763,0.6160799851773991,-0.007065863758112578,-0.021899843890105353,6.084955808488954,29.31930386845724
10,-0.6659971779151526,0.6437030337673735,-0.6814808139304764,0.6402267815412609,-0.015483636015323876,-0.003476252226112586,18.91105723680848,7.377053967706578
11,-0.5926628976398531,0.6488203570108128,-0.6117263459710605,0.64823024842697,-0.019063448331207322,-0.0005901085838427855,24.313736980465674,2.875305823691587
12,-0.6130687984144438,0.6816789960754462,-0.6137304592298902,0.6760099742902379,-0.0006616608154463854,-0.005669021785208339,1.5942262272804493,6.82694621943887
13,-0.7808583443375341,0.9001445164072127,-0.7492712128611734,0.8566624614605887,0.03158713147636072,-0.04348205494662405,-42.49524698539949,48.757490580289094
14,-0.9398049307003112,1.1186543637288566,-0.9053788482588956,1.0699426755364252,0.03442608244141565,-0.048711688192431435,-49.12830848664884,57.53448082214877
15,-1.1122656224139047,1.2933370406479927,-1.0748047466310842,1.2528549543619083,0.037460875782820535,-0.04048208628608441,-52.428636763451046,47.841328093311674
16,-1.2754858008767254,1.3304551982068102,-1.239406283269597,1.3188033691235508,0.036079517607128464,-0.011651829083259457,-48.564970792629,13.077500499217896
17,-1.4526922748949047,1.1810552865867052,-1.4140753598684919,1.2109331888923913,0.038616915026412846,0.0298779023056861,-48.070199902098494,-38.734571083545475
18,-1.5738126861526802,0.9731518197651003,-1.5463204291557404,1.0207171914194646,0.0274922569969398,0.04756537165436425,-32.91866103960097,-61.8512780524739
19,-1.5501655146292612,0.8620720708229559,-1.5536599759414953,0.8926657162269954,-0.003494461312234076,0.030593645404039527,4.764552369633398,-39.91222631445434
20,-1.346702833683102,0.9016296672274995,-1.3910482493170586,0.8993820275538326,-0.044345415633956664,-0.0022476396736669235,54.55453237966479,4.633846963101842
