step,ref_x,ref_y,sim_x,sim_y,err_x,err_y,u_x,u_y
0,-0.2687201379137996,0.10032081692292531,-0.26872111407567334,0.1003286234423221,-9.761618737225142e-07,7.806519396788558e-06,8.624169478938168,-13.988825258885942
1,-0.4561713230230813,-0.004166929167640068,-0.44267426314474695,-0.00529182072415843,0.013497059878334328,-0.001124891556518362,50.0,-35.22034421216587
2,-0.73604723193421,-0.13175852083458403,-0.6210993331068676,-0.14146632164280887,0.11494789882734235,-0.009707800808224837,50.0,-43.729705341304204
3,-0.9493810273632085,-0.18248797991117055,-0.7963979206394948,-0.19522500076625537,0.15298310672371374,-0.012737020855084824,50.0,-18.381276269728392
4,-1.0216565835707883,-0.06566431773786469,-0.9620858608475792,-0.07038740183388029,0.05957072272320907,-0.004723084096015601,50.0,35.22907603264446
5,-0.9567403275855628,0.10492561032412831,-0.9469477535079031,0.09064433004289224,0.009792574077659766,-0.01428128028123607,-5.440260049273021,50.0
6,-0.7858701387999723,0.2514671085314642,-0.7875659588999934,0.2417802520409469,-0.001695820100021117,-0.009686856490517287,-50.0,50.0
7,-0.6977494784029112,0.40489501932081146,-0.69818799192241,0.4013044443478281,-0.00043851351949875106,-0.0035905749729833736,-27.839053884500164,50.0
8,-0.7545001413713144,0.5502580173340901,-0.7545688564756382,0.5495994798342123,-6.871510432382433e-05,-0.0006585374998777649,17.07378697477314,42.25463256484826
9,-0.7269619120586637,0.6379798290675045,-0.7269708023931233,0.6378474782193505,-8.890334459610294e-06,-0.00013235084815399478,-10.080235711327319,26.037741605629815
10,-0.6659971779151526,0.6437030337673735,-0.6659988515585296,0.6436787821219228,-1.6736433769981574e-06,-2.4251645450723558e-05,-21.825064310066978,2.0687375946007025
11,-0.5926628976398531,0.6488203570108128,-0.592664048918653,0.6488156463990198,-1.1512787998491092e-06,-4.7106117929685e-06,-25.41096701510091,2.0846344569959925
12,-0.6130687984144438,0.6816789960754462,-0.6130625671031689,0.6816686906734928,6.23131127497345e-06,-1.0305401953458748e-05,4.235676177371135,7.8442877590472975
13,-0.7808583443375341,0.9001445164072127,-0.7725930916217155,0.8686111331022454,0.008265252715818572,-0.031533383304967355,50.0,50.0
14,-0.9398049307003112,1.1186543637288566,-0.9333611581941743,1.0569289399791575,0.006443772506136924,-0.06172542374969914,50.0,50.0
15,-1.1122656224139047,1.2933370406479927,-1.0947871725112033,1.246225635724215,0.01747844990270142,-0.047111404923777744,50.0,50.0
16,-1.2754858008767254,1.3304551982068102,-1.2636303368238244,1.3215258227338524,0.011855464052900944,-0.008929375472957801,50.0,15.779034022615821
17,-1.4526922748949047,1.1810552865867052,-1.4468954302366712,1.17921115203076,0.005796844658233491,-0.0018441345559452316,50.0,-49.16378563397989
18,-1.5738126861526802,0.9731518197651003,-1.569196022399229,1.0278642188982254,0.004616663753451267,0.05471239913312509,30.52802183805871,-50.0
19,-1.5501655146292612,0.8620720708229559,-1.5492188393119501,0.8716110680434322,0.0009466753173110742,0.009538997220476353,-13.724193178639782,-47.61361204279397
20,-1.346702833683102,0.9016296672274995,-1.3996163018713768,0.9077972070797728,-0.052913468188274804,0.006167539852273363,-50.0,13.100486404899643
21,-1.1347660495492489,1.0463987573154698,-1.2421042391961337,1.055685370713219,-0.1073381896468848,0.009286613397749166,-50.0,46.4072384223269
22,-0.896075128198609,1.0930151776478187,-1.0891162699506642,1.1092247766346524,-0.19304114175205522,0.016209598986833607,-50.0,17.9101950593091
23,-0.6689780384318977,0.9959598327653888,-0.9441612636196198,1.018924270184597,-0.2751832251877221,0.022964437419208283,-50.0,-25.232059862253763
24,-0.4451217398497219,0.9115183021730773,-0.797795889977358,0.9408541179234812,-0.35267415012763603,0.029335815750403893,-50.0,-21.52507259337133
25,-0.2674435687419785,0.716542802264049,-0.6565736715938754,0.7672697271785176,-0.38913010285189686,0.05072692491446862,-50.0,-50.0
