# Algorithm: Koopman-LQR Controller
# Date: 2026-09-17 15:09:39
time,step,valid,ref_x,ref_y,act_x,act_y,err_x,err_y,err_dist,u_x,u_y
78.4082,385,1,-0.979,0.951,-1.034,0.944,0.055,0.007,0.056,8,-7
78.6078,386,1,-0.913,0.89,-0.982,0.851,0.069,0.039,0.079,9,-3
78.8112,387,1,-0.847,0.828,-0.863,0.816,0.017,0.012,0.021,3,-6
79.0171,388,1,-0.781,0.767,-0.792,0.768,0.01,-0.002,0.011,2,-8
79.2204,389,1,-0.716,0.705,-0.754,0.713,0.038,-0.008,0.038,4,-8
79.4241,390,1,-0.651,0.643,-0.712,0.651,0.061,-0.008,0.062,6,-8
79.6244,391,1,-0.587,0.581,-0.668,0.554,0.081,0.027,0.086,8,-4
79.8269,392,1,-0.523,0.518,-0.609,0.504,0.087,0.015,0.088,8,-5
80.0325,393,1,-0.459,0.456,-0.546,0.451,0.088,0.005,0.088,8,-6
80.2368,394,1,-0.395,0.393,-0.457,0.396,0.062,-0.003,0.062,5,-7
80.4408,395,1,-0.331,0.33,-0.408,0.334,0.077,-0.004,0.077,6,-7
80.6411,396,1,-0.268,0.268,-0.356,0.289,0.088,-0.022,0.09,7,-9
80.8545,397,1,-0.205,0.205,-0.258,0.197,0.054,0.007,0.054,3,-6
81.0544,398,1,-0.142,0.142,-0.212,0.097,0.071,0.044,0.083,4,-1
81.2579,399,1,-0.079,0.079,-0.163,0.078,0.084,0.001,0.084,0,-1
81.4582,399,1,-0.079,0.079,-0.153,0.064,0.075,0.015,0.076,0,0
81.6572,399,1,-0.079,0.079,-0.151,0.059,0.073,0.019,0.075,-1,1
81.8653,399,1,-0.079,0.079,-0.153,0.063,0.074,0.016,0.076,0,0
82.0643,399,1,-0.079,0.079,-0.154,0.065,0.075,0.013,0.076,0,0
82.2721,399,1,-0.079,0.079,-0.154,0.064,0.075,0.014,0.076,0,0
82.4782,399,1,-0.079,0.079,-0.152,0.066,0.074,0.013,0.075,0,0
82.6719,399,1,-0.079,0.079,-0.155,0.064,0.076,0.015,0.077,0,0
82.8759,399,1,-0.079,0.079,-0.153,0.064,0.074,0.014,0.075,0,0
83.079,399,1,-0.079,0.079,-0.153,0.064,0.075,0.015,0.076,0,0
83.2802,399,1,-0.079,0.079,-0.15,0.06,0.072,0.018,0.074,-1,0
83.4882,399,1,-0.079,0.079,-0.156,0.065,0.077,0.014,0.078,0,0
83.6931,399,1,-0.079,0.079,-0.157,0.066,0.078,0.013,0.079,0,0
83.9006,399,1,-0.079,0.079,-0.159,0.064,0.08,0.015,0.082,0,0
84.0956,399,1,-0.079,0.079,-0.158,0.065,0.079,0.014,0.08,0,0
84.3047,399,1,-0.079,0.079,-0.161,0.066,0.082,0.013,0.083,0,0
84.52,399,1,-0.079,0.079,-0.159,0.063,0.08,0.015,0.081,0,0
84.7045,399,1,-0.079,0.079,-0.161,0.068,0.082,0.011,0.083,0,0
84.9202,399,1,-0.079,0.079,-0.158,0.067,0.08,0.012,0.08,0,0
85.1205,399,1,-0.079,0.079,-0.16,0.062,0.081,0.016,0.083,0,0
85.3207,399,1,-0.079,0.079,-0.161,0.066,0.082,0.013,0.083,0,0
85.5202,399,1,-0.079,0.079,-0.159,0.063,0.08,0.016,0.082,0,0
85.7235,399,1,-0.079,0.079,-0.159,0.063,0.08,0.016,0.081,0,0
85.9234,399,1,-0.079,0.079,-0.16,0.065,0.081,0.014,0.083,0,0
86.1253,399,1,-0.079,0.079,-0.157,0.064,0.078,0.015,0.079,0,0
86.3357,399,1,-0.079,0.079,-0.161,0.059,0.082,0.02,0.085,0,1
86.5417,399,1,-0.079,0.079,-0.154,0.062,0.076,0.016,0.077,0,0
86.7358,399,1,-0.079,0.079,-0.156,0.062,0.077,0.016,0.079,0,0
86.944,399,1,-0.079,0.079,-0.152,0.063,0.073,0.016,0.075,-1,0
87.1525,399,1,-0.079,0.079,-0.167,0.066,0.088,0.013,0.089,0,0
87.3443,399,1,-0.079,0.079,-0.165,0.063,0.086,0.015,0.087,0,0
