step,ref_x,ref_y,sim_x,sim_y,err_x,err_y,u_x,u_y
0,-0.2687201379137996,0.10032081692292531,-0.26872111407567334,0.1003286234423221,-9.761618737225142e-07,7.806519396788558e-06,8.624169478938168,-13.988825258885942
1,-0.4561713230230813,-0.004166929167640068,-0.4426739735089851,-0.005287338309751463,0.013497349514096202,-0.0011204091421113949,50.0,-35.21900594685495
2,-0.73604723193421,-0.13175852083458403,-0.6210986248187887,-0.14145535825540367,0.11494860711542121,-0.009696837420819643,50.0,-43.72779223946075
3,-0.9493810273632085,-0.18248797991117055,-0.7963989311058205,-0.19524048724361281,0.152982096257388,-0.012752507332442264,50.0,-18.38922633660588
4,-1.0216565835707883,-0.06566431773786469,-0.9052221480662663,-0.07518173119783556,0.11643443550452193,-0.00951741345997087,32.42749943013233,35.24508514171489
5,-0.9567403275855628,0.10492561032412831,-0.8690420295025303,0.0840097336776827,0.08769829808303253,-0.020915876646445605,-11.777585691176823,50.0
6,-0.7858701387999723,0.2514671085314642,-0.7191757407310805,0.2356993130655631,0.06669439806889177,-0.015767795465901097,-46.82719047784521,49.92586010757447
7,-0.6977494784029112,0.40489501932081146,-0.647003828151606,0.393011789291008,0.050745650251305285,-0.01188323002980346,-22.351349715124265,48.881365899946715
8,-0.7545001413713144,0.5502580173340901,-0.715871119247852,0.5412985001926984,0.03862902212346242,-0.008959517141391649,21.10422755927466,41.91874899100706
9,-0.7269619120586637,0.6379798290675045,-0.6975674336098304,0.631234117662402,0.02939447844883325,-0.006745711405102495,-7.05543984520318,26.293666984681266
10,-0.6659971779151526,0.6437030337673735,-0.6436323836452975,0.6386381116043953,0.02236479426985505,-0.005064922162978158,-19.528693309701,2.347485534223428
11,-0.5926628976398531,0.6488203570108128,-0.5756459163348224,0.6450186880751713,0.01701698130503071,-0.003801668935641489,-23.66074715049556,2.3100300606763584
12,-0.6130687984144438,0.6816789960754462,-0.6001123149534869,0.6788169626285433,0.012956483460956902,-0.002862033446902945,5.570367595718477,8.014909499862247
13,-0.7808583443375341,0.9001445164072127,-0.7594836616164048,0.8657665850657509,0.0213746827211293,-0.03437793134146183,50.0,50.0
14,-0.9398049307003112,1.1186543637288566,-0.9201188725094859,1.0541003555888462,0.019686058190825362,-0.06455400814001044,50.0,50.0
15,-1.1122656224139047,1.2933370406479927,-1.0814603286875046,1.243150402644917,0.030805293726400063,-0.05018663800307577,50.0,49.91972316946563
16,-1.2754858008767254,1.3304551982068102,-1.2519144303140592,1.292510414497809,0.023571370562666116,-0.03794478370900123,50.0,8.02729959366754
