step,ref_x,ref_y,sim_x,sim_y,err_x,err_y,u_x,u_y
0,-0.2687201379137996,0.10032081692292531,-0.24761856783462427,0.13127028869376495,0.021101570079175347,0.030949471770839634,-2.752718807242468,-4.268865283086995
1,-0.4561713230230813,-0.004166929167640068,-0.30993406755113784,0.09520906316971821,0.14623725547194344,0.09937599233735828,-17.166033876089564,-11.917056490239272
2,-0.73604723193421,-0.13175852083458403,-0.416075448081473,0.043028806813546164,0.31997178385273695,0.1747873276481302,-30.027120634360884,-17.575668594252498
3,-0.9493810273632085,-0.18248797991117055,-0.5245128637938422,0.003671705898408109,0.4248681635693663,0.18615968580957865,-30.51582838736588,-13.472601857989316
4,-1.0216565835707883,-0.06566431773786469,-0.6042192261402203,0.012736621753980396,0.417437357430568,0.07840093949184508,-22.192551819354307,1.9174391015088057
5,-0.9567403275855628,0.10492561032412831,-0.6426152138971224,0.05155978740923181,0.3141251136884404,-0.0533658229148965,-9.76088302851575,11.819297355185396
6,-0.7858701387999723,0.2514671085314642,-0.6371795556982576,0.1000263001486997,0.14869058310171468,-0.1514408083827645,3.68133363184784,15.638101821360282
7,-0.6977494784029112,0.40489501932081146,-0.6364533665079354,0.1633492256122492,0.06129611189497586,-0.24154579370856225,1.9305032687257548,19.70375649780848
8,-0.7545001413713144,0.5502580173340901,-0.6684629574359154,0.23621196535383313,0.08603718393539894,-0.3140460519802569,-8.311574845502452,21.423621221591468
9,-0.7269619120586637,0.6379798290675045,-0.6783975908196389,0.3014553636937278,0.048564321239024766,-0.3365244653737767,-1.2454942121214785,19.42568181362204
10,-0.6659971779151526,0.6437030337673735,-0.6736940499847682,0.3454876490535302,-0.007696872069615668,-0.2982153847138433,3.7117190298623126,13.2275063253513
11,-0.5926628976398531,0.6488203570108128,-0.6582944571932096,0.3850144957149493,-0.06563155955335642,-0.2638058612958635,7.066368348341732,11.971857999229911
12,-0.6130687984144438,0.6816789960754462,-0.6637148577848527,0.42900369903822944,-0.05064605937040889,-0.2526752970372168,0.5130547352533812,12.594725926054538
13,-0.7808583443375341,0.9001445164072127,-0.7151678111129429,0.5276268464341138,0.06569053322459117,-0.3725176699730989,-14.709896739972677,27.485118242934604
14,-0.9398049307003112,1.1186543637288566,-0.7783017258105133,0.6416022330939779,0.16150320488979797,-0.4770521306348787,-18.448329606798975,31.426204390671987
15,-1.1122656224139047,1.2933370406479927,-0.8570161341281843,0.7556961488260322,0.25524948828572036,-0.5376408918219605,-23.081169954949043,30.733966257195593
16,-1.2754858008767254,1.3304551982068102,-0.944041409909902,0.83616659450197,0.3314443909668233,-0.4942886037048403,-24.80421138761565,20.26111054789447
17,-1.4526922748949047,1.1810552865867052,-1.0444769197248058,0.8555273409767753,0.4082153551700989,-0.3255279456099299,-27.541364098203974,1.636093975825149
18,-1.5738126861526802,0.9731518197651003,-1.1379819919811156,0.8368310282032067,0.4358306941715646,-0.1363207915618937,-24.41775088993563,-9.447060310619603
19,-1.5501655146292612,0.8620720708229559,-1.1921817720517762,0.8241066352061173,0.357983742577485,-0.03796543561683863,-12.219207322689027,-6.561624534958988
20,-1.346702833683102,0.9016296672274995,-1.1836803434951655,0.8444862113044639,0.16302249018793646,-0.0571434559230356,6.521331445340962,4.915476223063788
21,-1.1347660495492489,1.0463987573154698,-1.1494493681392344,0.8988013700492961,-0.014683318589985506,-0.14759738726617377,13.712463795329894,15.584569240000667
22,-0.896075128198609,1.0930151776478187,-1.0854406728897275,0.9351076262925271,-0.18936554469111844,-0.15790755135529166,23.07915987947428,10.832216579817628
23,-0.6689780384318977,0.9959598327653888,-1.0033662629822016,0.9300431528445888,-0.3343882245503038,-0.06591667992079997,29.263234850775397,-1.1333120775264895
24,-0.4451217398497219,0.9115183021730773,-0.9042619352615354,0.9178217858215405,-0.4591401954118135,0.006303483648463226,34.4514300708717,-2.8918781504402427
25,-0.2674435687419785,0.716542802264049,-0.803032178488081,0.8638326056975001,-0.5355886097461025,0.1472898034334511,35.68447129216357,-15.313853202019288
26,-0.07354789922049587,0.4976325859967433,-0.6867857376207444,0.7851245838536437,-0.6132378384002485,0.2874919978569004,40.54946449287888,-22.247698528862575
27,0.061522397371988724,0.3367225667906513,-0.5775392224944407,0.7059480936947593,-0.6390616198664294,0.369225526904108,38.08964668066441,-22.47618882069541
28,0.15778824107672595,0.3036680488465121,-0.47567058432277975,0.6543293202262744,-0.6334588253995057,0.35066127137976233,34.92280134461611,-14.363666523049574
29,0.2225374613432538,0.46753876250943843,-0.3829244109049977,0.6637514652791539,-0.6054618722482514,0.19621270276971542,30.519169292849767,3.581023655451921
